site_name,year,month,NEE,GPP,Reco,ET,NEP,State,biome,salinity_ppt,salinity_fine,salini_coarse,WUE,CUE,Tair_f,VPD_f,Rg_f,avg_length,avg_sos,avg_eos,lat,long,climate,climate_2,salinity_con
US-Myb,2013,7,-51.909,320.155,292.746,193.505,27.409,CA,wetlands,7.0,low,low,1.655,0.086,20.392,9.491,335.598,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2013,8,-48.117,257.344,194.961,180.424,62.383,CA,wetlands,7.0,low,low,1.426,0.242,20.968,9.814,305.51,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2013,9,-44.69,241.165,217.135,140.791,24.029,CA,wetlands,7.0,low,low,1.713,0.1,20.22,9.747,244.695,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2014,5,-112.028,243.767,138.03,166.162,105.738,CA,wetlands,7.0,low,low,1.467,0.434,18.944,11.487,327.145,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2014,6,-160.84,330.558,199.66,196.244,130.897,CA,wetlands,7.0,low,low,1.684,0.396,20.576,11.912,353.373,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2014,7,-115.452,250.593,145.193,178.2,105.4,CA,wetlands,7.0,low,low,1.406,0.421,21.215,10.499,320.4,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2014,8,-72.526,177.712,112.175,147.217,65.537,CA,wetlands,7.0,low,low,1.207,0.369,20.666,9.342,294.651,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2014,9,-43.954,143.547,132.781,115.867,10.766,CA,wetlands,7.0,low,low,1.239,0.075,20.531,9.356,247.631,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2015,5,-76.707,142.022,65.911,113.876,76.111,CA,wetlands,7.0,low,low,1.247,0.536,15.484,6.235,307.764,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2015,6,-103.304,240.041,167.746,163.576,72.294,CA,wetlands,7.0,low,low,1.467,0.301,20.781,11.103,332.179,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2015,7,-118.818,247.734,142.334,177.459,105.4,CA,wetlands,7.0,low,low,1.396,0.425,21.455,10.773,320.329,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2015,8,-145.132,261.511,146.163,161.737,115.348,CA,wetlands,7.0,low,low,1.617,0.441,21.661,11.116,301.538,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2015,9,-62.281,167.831,121.4,128.242,46.432,CA,wetlands,7.0,low,low,1.309,0.277,21.589,13.822,238.733,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2016,5,-52.617,157.693,118.106,117.086,39.587,CA,wetlands,7.0,low,low,1.347,0.251,17.756,8.358,285.297,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2016,6,-62.676,168.241,132.536,151.104,35.705,CA,wetlands,7.0,low,low,1.113,0.212,21.113,13.067,344.938,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2016,7,-66.486,163.398,130.999,149.312,32.399,CA,wetlands,7.0,low,low,1.094,0.198,21.111,11.966,345.957,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2016,8,-40.939,139.812,112.424,117.62,27.388,CA,wetlands,7.0,low,low,1.189,0.196,19.527,8.79,311.123,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2016,9,14.243,103.672,127.975,100.077,-24.302,CA,wetlands,7.0,low,low,1.036,-0.234,20.091,11.536,256.976,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2017,5,-54.809,166.184,120.339,115.038,45.845,CA,wetlands,7.0,low,low,1.445,0.276,17.439,8.565,328.218,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2017,6,-64.118,149.359,91.195,135.825,58.164,CA,wetlands,7.0,low,low,1.1,0.389,20.659,10.999,347.416,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2017,7,-55.334,116.253,77.118,154.255,39.135,CA,wetlands,7.0,low,low,0.754,0.337,21.917,12.581,355.7,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2017,8,-104.139,194.108,88.357,142.719,105.751,CA,wetlands,7.0,low,low,1.36,0.545,21.331,10.191,307.09,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2017,9,-112.175,223.024,104.75,123.301,118.275,CA,wetlands,7.0,low,low,1.809,0.53,21.417,11.639,246.028,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2018,5,-109.453,222.809,117.268,126.763,105.54,CA,wetlands,7.0,low,low,1.758,0.474,16.97,7.86,328.044,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2018,6,-168.629,276.291,113.935,170.986,162.356,CA,wetlands,7.0,low,low,1.616,0.588,20.511,11.879,360.592,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2018,7,-196.34,330.685,140.893,186.656,189.792,CA,wetlands,7.0,low,low,1.772,0.574,21.209,10.795,339.963,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2018,8,-123.62,319.964,190.434,151.55,129.53,CA,wetlands,7.0,low,low,2.111,0.405,20.247,9.921,306.674,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2018,9,-135.117,224.005,87.181,120.375,136.824,CA,wetlands,7.0,low,low,1.861,0.611,19.376,9.773,266.687,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2019,5,-106.8,242.993,139.477,103.363,103.516,CA,wetlands,7.0,low,low,2.351,0.426,15.329,5.604,296.263,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2019,6,-135.768,280.833,155.594,155.224,125.239,CA,wetlands,7.0,low,low,1.809,0.446,20.713,11.507,357.238,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2019,7,-164.847,303.407,148.851,175.066,154.556,CA,wetlands,7.0,low,low,1.733,0.509,21.508,11.11,351.704,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2019,8,-125.154,269.967,151.316,157.741,118.651,CA,wetlands,7.0,low,low,1.711,0.44,22.387,11.387,321.39,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2019,9,-35.807,180.431,137.21,108.651,43.221,CA,wetlands,7.0,low,low,1.661,0.24,20.954,11.424,261.151,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2020,5,-14.624,140.643,126.967,101.079,13.675,CA,wetlands,7.0,low,low,1.391,0.097,19.078,10.724,321.177,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2020,6,-61.187,239.937,188.402,136.96,51.535,CA,wetlands,7.0,low,low,1.752,0.215,21.114,12.515,357.306,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2020,7,-180.769,286.208,121.603,148.818,164.605,CA,wetlands,7.0,low,low,1.923,0.575,20.577,10.567,354.852,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2020,8,-128.586,274.23,145.592,151.09,128.638,CA,wetlands,7.0,low,low,1.815,0.469,22.735,12.71,290.656,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2020,9,-116.737,258.031,147.882,123.297,110.148,CA,wetlands,7.0,low,low,2.093,0.427,21.637,11.747,225.744,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2021,5,-67.295,147.398,80.768,118.258,66.631,CA,wetlands,7.0,low,low,1.246,0.452,18.682,11.541,354.16,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2021,6,-253.397,341.655,93.573,153.954,248.082,CA,wetlands,7.0,low,low,2.219,0.726,20.245,10.859,364.257,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2021,7,-272.465,402.106,139.299,194.271,262.807,CA,wetlands,7.0,low,low,2.07,0.654,20.619,10.115,345.978,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2021,8,-215.449,320.394,106.11,157.255,214.284,CA,wetlands,7.0,low,low,2.037,0.669,20.606,9.934,299.74,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2021,9,-125.475,220.172,91.503,131.581,128.669,CA,wetlands,7.0,low,low,1.673,0.584,20.393,10.862,268.489,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2022,5,-156.596,261.947,97.303,149.987,164.644,CA,wetlands,7.0,low,low,1.746,0.629,18.217,10.561,344.471,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2022,6,-211.282,344.497,136.157,190.544,208.339,CA,wetlands,7.0,low,low,1.808,0.605,21.537,12.439,347.738,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2022,7,-184.949,325.025,122.487,167.528,202.538,CA,wetlands,7.0,low,low,1.94,0.623,20.531,8.99,342.505,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2022,8,-89.302,274.94,192.054,144.766,82.886,CA,wetlands,7.0,low,low,1.899,0.301,21.836,10.487,317.589,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2022,9,20.19,133.204,152.066,101.997,-18.863,CA,wetlands,7.0,low,low,1.306,-0.142,22.242,12.895,251.595,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2023,5,-45.974,168.542,133.754,84.79,34.788,CA,wetlands,7.0,low,low,1.988,0.206,16.16,5.938,322.68,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2023,6,-182.882,320.764,156.151,132.337,164.613,CA,wetlands,7.0,low,low,2.424,0.513,17.716,6.82,348.201,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2023,7,-149.728,350.953,212.261,178.472,138.691,CA,wetlands,7.0,low,low,1.966,0.395,21.646,10.832,359.401,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2023,8,-129.884,305.983,186.35,146.531,119.632,CA,wetlands,7.0,low,low,2.088,0.391,22.374,10.325,315.142,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-Myb,2023,9,-96.03,205.995,108.765,98.791,97.23,CA,wetlands,7.0,low,low,2.085,0.472,19.45,7.448,259.939,49.8,122.514,277.284,38.05,-121.765,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no
US-NGB,2013,6,-4.163,46.6,29.755,34.824,16.845,AL,tundra,32.0,high,high,1.338,0.361,4.343,1.301,268.664,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2013,7,-46.26,120.205,62.378,45.11,57.827,AL,tundra,32.0,high,high,2.665,0.481,5.685,1.088,199.851,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2013,8,-40.756,50.191,19.658,25.209,30.533,AL,tundra,32.0,high,high,1.991,0.608,3.43,0.553,110.851,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2014,6,-16.367,35.462,17.918,28.424,17.544,AL,tundra,32.0,high,high,1.248,0.495,0.983,1.143,222.046,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2014,7,-26.633,76.077,49.968,40.707,26.109,AL,tundra,32.0,high,high,1.869,0.343,2.784,0.971,193.651,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2014,8,-18.588,31.539,15.803,17.71,15.736,AL,tundra,32.0,high,high,1.781,0.499,3.028,1.124,124.421,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2015,6,-19.771,31.948,16.13,39.974,15.818,AL,tundra,32.0,high,high,0.799,0.495,6.143,1.248,262.418,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2015,7,-66.246,91.501,43.335,38.675,48.167,AL,tundra,32.0,high,high,2.366,0.526,4.323,0.758,210.935,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2015,8,-30.038,50.396,21.677,23.62,28.72,AL,tundra,32.0,high,high,2.134,0.57,3.645,0.872,117.878,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2016,6,-12.793,19.17,7.744,35.668,11.426,AL,tundra,32.0,high,high,0.537,0.596,2.798,1.198,245.811,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2016,7,-44.575,71.81,28.865,39.365,42.944,AL,tundra,32.0,high,high,1.824,0.598,5.207,1.503,224.462,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2016,8,-20.455,39.559,19.045,19.183,20.514,AL,tundra,32.0,high,high,2.062,0.519,2.736,1.23,125.152,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2017,6,-21.627,74.236,63.197,21.544,11.039,AL,tundra,32.0,high,high,3.446,0.149,2.034,0.496,294.497,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2017,7,-68.787,168.441,88.253,46.712,80.188,AL,tundra,32.0,high,high,3.606,0.476,7.419,1.145,186.31,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2017,8,-47.547,74.089,54.181,24.244,19.908,AL,tundra,32.0,high,high,3.056,0.269,4.643,1.205,89.889,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2018,6,-4.864,9.913,6.336,11.63,3.577,AL,tundra,32.0,high,high,0.852,0.361,0.552,0.395,295.949,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2018,7,-28.484,45.5,20.877,41.619,24.623,AL,tundra,32.0,high,high,1.093,0.541,5.741,1.112,187.328,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2018,8,-42.194,56.359,20.278,20.306,36.081,AL,tundra,32.0,high,high,2.775,0.64,1.874,0.455,104.223,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2019,6,-12.416,23.105,14.629,28.588,8.476,AL,tundra,32.0,high,high,0.808,0.367,3.118,1.335,253.498,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2019,7,-65.089,124.227,59.417,37.018,64.81,AL,tundra,32.0,high,high,3.356,0.522,8.439,1.55,172.946,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2019,8,-33.777,63.594,29.835,24.956,33.759,AL,tundra,32.0,high,high,2.548,0.531,5.563,1.411,92.437,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2021,6,-22.01,33.05,21.929,28.97,11.122,AL,tundra,32.0,high,high,1.141,0.337,2.752,0.901,270.485,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2021,7,-48.332,66.163,21.129,31.672,45.034,AL,tundra,32.0,high,high,2.089,0.681,4.396,1.254,179.303,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2021,8,-36.378,58.549,23.237,26.162,35.312,AL,tundra,32.0,high,high,2.238,0.603,2.898,1.013,117.17,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2022,6,-0.897,28.436,24.106,20.194,4.33,AL,tundra,32.0,high,high,1.408,0.152,4.726,1.707,252.7,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2022,7,-40.351,72.567,36.531,28.706,36.036,AL,tundra,32.0,high,high,2.528,0.497,3.186,0.98,192.254,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2022,8,-41.242,50.936,34.359,31.788,16.577,AL,tundra,32.0,high,high,1.602,0.325,3.862,1.123,116.006,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2023,6,-11.954,23.292,12.099,25.428,11.193,AL,tundra,32.0,high,high,0.916,0.481,2.578,0.878,244.19,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2023,7,-60.317,105.965,45.371,37.147,60.594,AL,tundra,32.0,high,high,2.853,0.572,7.902,0.497,219.573,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-NGB,2023,8,-38.114,78.982,40.679,25.567,38.303,AL,tundra,32.0,high,high,3.089,0.485,6.732,0.654,119.784,132.2,159.798,238.046,71.28,-156.609,Snow and Ice,Snow and Ice,no
US-PhM,2013,5,-0.414,7.851,4.999,10.15,2.853,MA,wetlands,22.0,low med,med,0.774,0.363,22.325,8.837,237.412,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2013,6,-79.423,189.973,107.819,100.616,82.154,MA,wetlands,22.0,low med,med,1.888,0.432,19.677,6.355,248.752,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2013,7,-77.578,250.16,175.741,102.042,74.419,MA,wetlands,22.0,low med,med,2.452,0.297,23.086,5.819,232.098,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2013,8,-70.841,183.467,96.018,96.257,87.449,MA,wetlands,22.0,low med,med,1.906,0.477,20.807,6.777,244.018,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2013,9,-17.02,62.0,36.934,39.264,25.065,MA,wetlands,22.0,low med,med,1.579,0.404,18.734,5.532,183.694,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2014,5,-1.403,6.706,2.813,7.686,3.892,MA,wetlands,22.0,low med,med,0.872,0.58,11.226,2.742,312.602,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2014,6,-39.73,139.268,85.586,95.524,53.682,MA,wetlands,22.0,low med,med,1.458,0.385,19.117,7.287,278.747,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2014,7,-58.163,203.957,136.068,78.257,67.889,MA,wetlands,22.0,low med,med,2.606,0.333,22.161,6.486,265.83,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2014,8,-27.999,155.841,111.116,63.448,44.725,MA,wetlands,22.0,low med,med,2.456,0.287,20.141,5.698,248.28,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2014,9,0.164,61.48,51.857,31.774,9.624,MA,wetlands,22.0,low med,med,1.935,0.157,18.682,4.627,210.806,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2015,5,1.988,10.484,10.207,8.195,0.277,MA,wetlands,22.0,low med,med,1.279,0.026,18.63,4.392,278.205,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2015,6,-64.531,157.055,79.511,81.836,77.543,MA,wetlands,22.0,low med,med,1.919,0.494,17.322,5.379,277.552,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2015,7,-102.5,225.138,108.814,100.118,116.324,MA,wetlands,22.0,low med,med,2.249,0.517,21.89,5.914,301.788,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2015,8,-53.749,167.808,105.892,93.482,61.916,MA,wetlands,22.0,low med,med,1.795,0.369,22.164,5.697,272.153,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2015,9,-14.877,73.0,52.26,45.794,20.74,MA,wetlands,22.0,low med,med,1.594,0.284,21.229,5.677,239.008,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2016,5,0.067,13.915,12.505,9.337,1.411,MA,wetlands,22.0,low med,med,1.49,0.101,19.07,5.731,224.524,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2016,6,-54.367,138.963,65.683,108.291,73.279,MA,wetlands,22.0,low med,med,1.283,0.527,18.771,6.237,293.671,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2016,7,-66.335,173.45,93.279,116.373,80.172,MA,wetlands,22.0,low med,med,1.49,0.462,22.524,7.067,274.566,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2016,8,-55.761,159.43,118.755,108.434,40.675,MA,wetlands,22.0,low med,med,1.47,0.255,23.152,7.72,253.427,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2016,9,-25.198,50.602,31.727,38.476,18.875,MA,wetlands,22.0,low med,med,1.315,0.373,19.277,5.995,190.21,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2017,5,-0.283,4.947,2.801,2.948,2.146,MA,wetlands,22.0,low med,med,1.678,0.434,11.932,1.114,120.328,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2017,6,-93.034,179.535,69.412,107.14,110.123,MA,wetlands,22.0,low med,med,1.676,0.613,19.792,6.354,267.023,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2017,7,-80.446,219.159,123.927,102.207,95.232,MA,wetlands,22.0,low med,med,2.144,0.435,21.272,5.53,259.623,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2017,8,-50.526,159.811,100.201,81.49,59.61,MA,wetlands,22.0,low med,med,1.961,0.373,20.674,5.079,240.428,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2017,9,-8.645,55.488,35.083,30.542,20.405,MA,wetlands,22.0,low med,med,1.817,0.368,18.293,4.047,196.538,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2018,5,-4.956,12.462,7.578,8.703,4.883,MA,wetlands,22.0,low med,med,1.432,0.392,18.378,6.506,343.38,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2018,6,-55.407,127.441,56.848,90.885,70.593,MA,wetlands,22.0,low med,med,1.402,0.554,18.519,6.968,261.247,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2018,7,-44.187,159.797,92.125,103.061,67.671,MA,wetlands,22.0,low med,med,1.551,0.423,22.749,8.085,294.964,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2018,8,-33.426,149.131,100.334,94.124,48.797,MA,wetlands,22.0,low med,med,1.584,0.327,23.146,6.876,226.361,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
US-PhM,2018,9,-10.862,62.766,46.556,37.557,16.21,MA,wetlands,22.0,low med,med,1.671,0.258,20.178,5.223,172.962,79.8,148.562,260.128,42.742,-70.83,"Humid Continental: humid with severe winter, no dry season, hot summer)","Humid Continental, humid, hot",no
